# Individual GED Weight Training Log
# Epoch	Train_Loss	Val_Loss	Best_Val	Epochs_No_Improve
1	503.040780	106.194984	106.194984	0	*
2	34.575573	23.858989	23.858989	0	*
3	23.960290	22.350921	22.350921	0	*
4	18.997151	14.409353	14.409353	0	*
5	13.484224	13.730902	13.730902	0	*
6	12.602505	13.396744	13.396744	0	*
7	12.120523	11.643834	11.643834	0	*
8	10.257130	10.071950	10.071950	0	*
9	9.259596	9.504235	9.504235	0	*
10	9.663063	10.354457	9.504235	1	
11	9.336484	9.179834	9.179834	0	*
12	8.852716	9.614233	9.179834	1	
13	8.641689	10.890202	9.179834	2	
14	7.507931	8.012009	8.012009	0	*
15	7.109694	9.077302	8.012009	1	
16	7.310788	8.077390	8.012009	2	
17	7.036963	7.821929	7.821929	0	*
18	7.192389	7.796772	7.796772	0	*
19	7.158187	8.187435	7.796772	1	
20	6.796081	7.815140	7.796772	2	
21	7.050209	7.838392	7.796772	3	
22	6.956297	7.721905	7.721905	0	*
23	6.615304	7.675660	7.675660	0	*
24	6.970789	8.347445	7.675660	1	
25	6.871009	7.480520	7.480520	0	*
26	6.564733	7.697687	7.480520	1	
27	6.728989	7.835503	7.480520	2	
28	6.646356	7.664511	7.480520	3	
29	6.531929	7.684944	7.480520	4	
30	6.728649	7.729199	7.480520	5	
31	6.300109	7.136944	7.136944	0	*
32	6.619889	7.844881	7.136944	1	
33	6.262748	6.956005	6.956005	0	*
34	5.956037	6.898047	6.898047	0	*
35	6.545663	9.067863	6.898047	1	
36	5.901013	6.695306	6.695306	0	*
37	5.565340	6.632157	6.632157	0	*
38	5.841101	6.826089	6.632157	1	
39	5.757681	6.556311	6.556311	0	*
40	5.604921	6.727666	6.556311	1	
41	5.892674	6.422300	6.422300	0	*
42	5.404029	6.449509	6.422300	1	
43	5.516715	7.151856	6.422300	2	
44	5.621987	6.618715	6.422300	3	
45	5.322425	6.552300	6.422300	4	
46	5.657697	6.671144	6.422300	5	
47	5.518145	6.662633	6.422300	6	
48	5.241074	6.359017	6.359017	0	*
49	5.492634	6.861806	6.359017	1	
50	5.366435	6.266880	6.266880	0	*
51	5.356547	6.674559	6.266880	1	
52	5.472098	6.636198	6.266880	2	
53	5.190464	6.437821	6.266880	3	
54	5.256485	6.422509	6.266880	4	
55	5.531867	6.429353	6.266880	5	
56	5.219836	6.598830	6.266880	6	
57	5.476463	6.683117	6.266880	7	
58	5.415354	6.335757	6.266880	8	
59	4.954575	6.649917	6.266880	9	
60	5.236116	6.521509	6.266880	10	
61	5.204171	6.204935	6.204935	0	*
62	5.064918	6.428392	6.204935	1	
63	5.391951	6.577669	6.204935	2	
64	4.993300	5.973847	5.973847	0	*
65	4.920942	6.497588	5.973847	1	
66	5.096032	6.017532	5.973847	2	
67	4.858363	5.815147	5.815147	0	*
68	4.869178	5.997234	5.815147	1	
69	4.800198	5.747744	5.747744	0	*
70	4.573801	5.563056	5.563056	0	*
71	4.951493	5.860785	5.563056	1	
72	4.774196	5.560243	5.560243	0	*
73	4.455382	5.782462	5.560243	1	
74	4.900319	5.535953	5.535953	0	*
75	4.433496	5.363233	5.363233	0	*
76	4.427064	5.403266	5.363233	1	
77	4.795880	5.567353	5.363233	2	
78	4.463783	5.384482	5.363233	3	
79	4.447496	5.762035	5.363233	4	
80	4.695071	5.434638	5.363233	5	
81	4.182762	5.243968	5.243968	0	*
82	4.476706	5.492756	5.243968	1	
83	4.447534	5.403061	5.243968	2	
84	4.148389	5.172235	5.172235	0	*
85	4.433296	5.467225	5.172235	1	
86	4.355367	5.234520	5.172235	2	
87	4.221063	5.750544	5.172235	3	
88	4.551557	5.432276	5.172235	4	
89	4.198524	5.159485	5.159485	0	*
90	4.191097	5.521766	5.159485	1	
91	4.444900	5.737536	5.159485	2	
92	4.049883	5.249802	5.159485	3	
93	4.259729	6.544200	5.159485	4	
94	4.290911	5.338595	5.159485	5	
95	4.033624	5.157070	5.157070	0	*
96	4.180762	5.318735	5.157070	1	
97	4.113018	5.001429	5.001429	0	*
98	3.949450	5.119762	5.001429	1	
99	4.150342	5.289040	5.001429	2	
100	4.008740	4.964204	4.964204	0	*
101	3.933139	5.484151	4.964204	1	
102	4.100746	5.303746	4.964204	2	
103	3.905517	4.966075	4.964204	3	
104	3.931975	5.618496	4.964204	4	
105	4.120592	4.885556	4.885556	0	*
106	3.873844	4.991443	4.885556	1	
107	3.945479	5.076081	4.885556	2	
108	3.953208	4.846128	4.846128	0	*
109	3.677134	4.836331	4.836331	0	*
110	3.910129	5.720442	4.836331	1	
111	4.025652	5.053771	4.836331	2	
112	3.639947	4.950951	4.836331	3	
113	4.030868	5.011737	4.836331	4	
114	3.712578	4.774932	4.774932	0	*
115	3.736900	4.795451	4.774932	1	
116	3.964444	4.793782	4.774932	2	
117	3.668606	4.750851	4.750851	0	*
118	3.703892	5.423651	4.750851	1	
119	4.066715	4.678151	4.678151	0	*
120	3.553657	4.843965	4.678151	1	
121	3.887244	5.473547	4.678151	2	
122	3.841673	4.864320	4.678151	3	
123	3.600436	5.019278	4.678151	4	
124	3.820989	4.886345	4.678151	5	
125	3.734096	4.810951	4.678151	6	
126	3.528878	4.939211	4.678151	7	
127	3.767122	5.050335	4.678151	8	
128	3.584002	4.627173	4.627173	0	*
129	3.538932	4.647453	4.627173	1	
130	3.721661	4.808144	4.627173	2	
131	3.504014	4.899857	4.627173	3	
132	3.656559	5.525794	4.627173	4	
133	3.741020	4.614096	4.614096	0	*
134	3.441620	4.603080	4.603080	0	*
135	3.571546	4.595794	4.595794	0	*
136	3.618481	4.461428	4.461428	0	*
137	3.398280	4.617072	4.461428	1	
138	3.682273	4.734811	4.461428	2	
139	3.541890	4.478901	4.461428	3	
140	3.364667	4.725304	4.461428	4	
141	3.549601	4.813713	4.461428	5	
142	3.378401	4.651641	4.461428	6	
143	3.365010	5.179445	4.461428	7	
144	3.556001	4.525488	4.461428	8	
145	3.286327	4.434637	4.434637	0	*
146	3.582603	5.056816	4.434637	1	
147	3.420441	4.371287	4.371287	0	*
148	3.185640	4.370374	4.370374	0	*
149	3.417822	4.415616	4.370374	1	
150	3.349892	4.282752	4.282752	0	*
151	3.320828	4.502977	4.282752	1	
152	3.385021	4.406270	4.282752	2	
153	3.250190	4.285110	4.282752	3	
154	3.269535	4.375620	4.282752	4	
155	3.565450	4.559851	4.282752	5	
156	3.175526	4.276042	4.276042	0	*
157	3.221219	4.341305	4.276042	1	
158	3.348688	4.223553	4.223553	0	*
159	3.089353	4.436216	4.223553	1	
160	3.463603	5.279542	4.223553	2	
161	3.403751	4.346314	4.223553	3	
162	3.202657	4.189962	4.189962	0	*
163	3.349102	4.836472	4.189962	1	
164	3.149493	4.157601	4.157601	0	*
165	3.136969	4.403482	4.157601	1	
166	3.411957	4.302331	4.157601	2	
167	2.979235	4.228893	4.157601	3	
168	3.237277	4.117663	4.117663	0	*
169	3.340269	4.158870	4.117663	1	
170	2.944841	4.180375	4.117663	2	
171	3.181376	4.305840	4.117663	3	
172	3.183056	4.288771	4.117663	4	
173	2.996027	4.358225	4.117663	5	
174	3.233075	4.868046	4.117663	6	
175	3.085530	4.010073	4.010073	0	*
176	2.932593	4.594767	4.010073	1	
177	3.319457	4.071541	4.010073	2	
178	2.940031	4.029468	4.010073	3	
179	2.982114	4.533209	4.010073	4	
180	3.126732	4.026227	4.010073	5	
181	2.871818	4.114629	4.010073	6	
182	3.050496	4.053702	4.010073	7	
183	2.991906	3.886113	3.886113	0	*
