# Individual GED Weight Training Log
# Epoch	Train_Loss	Val_Loss	Best_Val	Epochs_No_Improve
1	65.184302	7.247093	7.247093	0	*
2	7.338267	6.569665	6.569665	0	*
3	6.694452	6.148044	6.148044	0	*
4	6.124815	5.633856	5.633856	0	*
5	5.240433	4.595465	4.595465	0	*
6	4.536403	4.149536	4.149536	0	*
7	4.212508	4.512451	4.149536	1	
8	3.975931	4.632870	4.149536	2	
9	3.796530	4.622591	4.149536	3	
10	3.676076	3.407189	3.407189	0	*
11	3.525916	3.649978	3.407189	1	
12	3.436180	3.423755	3.407189	2	
13	3.345860	3.439960	3.407189	3	
14	3.300297	3.180340	3.180340	0	*
15	3.185867	3.146221	3.146221	0	*
16	3.142999	3.222100	3.146221	1	
17	3.102430	3.032743	3.032743	0	*
18	3.047425	3.180819	3.032743	1	
19	2.991815	2.895303	2.895303	0	*
20	2.941676	3.113746	2.895303	1	
21	2.900779	2.829366	2.829366	0	*
22	2.849261	2.733374	2.733374	0	*
23	2.827232	2.859028	2.733374	1	
24	2.768776	2.675904	2.675904	0	*
25	2.729257	2.716719	2.675904	1	
26	2.714944	2.621258	2.621258	0	*
27	2.649673	2.545559	2.545559	0	*
28	2.629131	2.564140	2.545559	1	
29	2.577578	2.497424	2.497424	0	*
30	2.565784	2.462562	2.462562	0	*
31	2.533408	2.833594	2.462562	1	
32	2.519828	2.434969	2.434969	0	*
33	2.505339	2.527081	2.434969	1	
34	2.449521	2.563353	2.434969	2	
35	2.447546	2.813478	2.434969	3	
36	2.416118	2.452757	2.434969	4	
37	2.392641	2.503321	2.434969	5	
38	2.378869	2.420667	2.420667	0	*
39	2.348004	2.555771	2.420667	1	
40	2.334881	2.324031	2.324031	0	*
41	2.325263	2.395778	2.324031	1	
42	2.289929	2.390123	2.324031	2	
43	2.294751	2.594140	2.324031	3	
44	2.274598	2.394464	2.324031	4	
45	2.275582	2.346206	2.324031	5	
46	2.247389	2.391725	2.324031	6	
47	2.217987	2.266584	2.266584	0	*
48	2.210287	2.226119	2.226119	0	*
49	2.178265	2.214494	2.214494	0	*
50	2.172352	2.166647	2.166647	0	*
